profile,qp,bitrate,crf,rc-lookahead,vbv-init,qpmax,ratetol,ipratio,pbratio,aq-mode,qcomp
high10,64,2678,32.81378096140509,113,0.9863597519477553,15,0.022526298281281498,9076.419593561512,5404.828537761945,0,0.4610855310343872
high,25,4551,36.982974915293006,170,0.23253875200639984,39,0.8854249473076587,15.563945930502365,8446.23555440872,0,0.8111313418085682
baseline,59,4836,34.80339315851069,171,0.702558977060898,9,0.8612491977997287,4975.954193848591,7932.68785769403,1,0.061047781456812555
main,55,4926,29.015029883343562,60,0.3509337453231778,14,0.622639320137153,5619.49966338216,9738.031034764632,1,0.20915335968411197
high422,59,2264,49.89919473591211,179,0.7451453657586844,3,0.007268301233240404,4556.289939415928,1950.4803231700696,2,0.7210778878534918
high10,13,2771,6.973243655980465,122,0.8341999930635379,46,0.14682964088456796,9156.66873784632,4624.741291156718,1,0.1998556946327834
main,24,3662,19.42851497692008,167,0.8566237137748278,13,0.8617311450704268,4771.838863062685,3132.180622825553,0,0.8993812641940971
high422,43,3682,23.271299024423882,192,0.48475167424702215,1,0.3230819335784486,700.1742878368111,6906.970195299902,1,0.5431289120587748
high10,37,2983,38.417179303859236,163,0.14312508777451116,12,0.35742231603196484,5855.588536607192,3277.9348066635816,2,0.6575037544213242
baseline,34,2554,5.132609030213253,78,0.4626083515252999,41,0.16664578901451688,1371.0414738430854,4175.872191196948,2,0.43734863818027536
high10,29,3360,33.302607153535966,186,0.7323611786058531,41,0.44294861237029115,3273.9095634695536,4169.994747507725,1,0.7091865558736897
main,52,2140,36.07432405753459,120,0.3504593135876539,29,0.09354447121776388,2718.4923066549304,1298.5088300386105,0,0.6834617504616516
high444,41,1746,18.153965608186574,77,0.9733196773256503,5,0.4394731333702313,9722.264024332148,9687.894486894922,2,0.1602067822886728
high444,42,2449,9.927065945310602,248,0.6436410732320927,33,0.44610340666682435,7712.431816680238,4364.289737867648,1,0.8656370020327785
high10,55,4806,1.3971931662131372,58,0.01507971614643333,1,0.41332534995001047,556.410107403148,8003.652136253506,2,0.452861524219222
main,30,3159,1.2379872799428178,162,0.8562299321000183,0,0.7515696947549867,1528.3971316134737,7153.123678065068,0,0.29835049734156305
high422,68,4473,30.85496520359594,138,0.1105238315942374,27,0.9859558021650128,4331.062462838301,1161.2475575895176,1,0.2944066183566467
high,48,2320,18.188813682315324,108,0.2856085557314999,20,0.2383576362368851,3698.756885277328,6145.958686464013,0,0.13827713455059232
high422,45,3838,2.807155589563158,49,0.020602736042048986,27,0.6840011793086025,4312.028763763428,8284.812400543162,0,0.9008178684972307
main,18,4368,25.626843123120672,44,0.7098967306976106,6,0.06446245745133794,7822.017413237112,5518.391514588126,2,0.7063782426332248
high,34,1596,35.15683152411666,247,0.49713633488577214,23,0.35112290136127644,3418.7967736047385,1763.1021892801234,0,0.6103113308390089
baseline,60,1963,23.766866470000977,74,0.2411769473614498,25,0.8104055974430244,3207.003159339281,4983.340355749513,2,0.32209413355678396
main,4,3175,10.32525743268866,218,0.041875786593262965,5,0.5343886918897578,3803.8981164751294,2537.262787850163,1,0.31425702887937856
high444,64,1523,3.2202753262634234,76,0.0930923807387134,20,0.5492547562038184,7963.66724262542,5752.285828505234,0,0.6115742701402161
high422,58,4261,50.24273867935402,46,0.07911130954359036,10,0.1480690455966459,4243.661798911033,7540.496022755022,2,0.7538258684188698
high444,61,2144,5.853040951420082,183,0.44064762628068854,14,0.7689007660035341,7517.6482379304525,219.74851771891178,2,0.2364472148890695
high10,11,1797,33.19148011145901,146,0.595809148435461,10,0.4179394758660103,5742.451255163972,3571.2223533379506,1,0.6382642486309924
high10,3,2261,5.681852958043971,42,0.30944258852284323,16,0.8362243555088168,7271.095787005587,243.3257522237331,2,0.12015058683827973
high422,0,1658,8.62405883737005,55,0.9594285493711885,22,0.28446607731911844,9400.431056210475,8291.698598631505,2,0.9809058575753442
high,51,3650,12.984534052132458,114,0.7651685819093678,26,0.20898356831903397,141.7693443934287,3824.1328523322236,2,0.2853759678654363
high10,65,4797,23.817146924130967,158,0.7216613055529123,32,0.5319665485073414,3144.9307076862897,4982.3967944164115,1,0.6960519174002985
baseline,35,3545,13.848352126954705,215,0.24052918887455976,26,0.1088056898720835,871.3052533674315,5715.637481330314,1,0.7868787306763864
baseline,15,2237,24.709271025505775,208,0.1585763843475887,9,0.14174650495825192,8474.044206393031,2754.2048422657804,0,0.5949006862971679
main,1,1760,12.919443757712527,164,0.5282218850146962,19,0.9094986547031606,8370.075539054562,2610.3410722305443,2,0.6770790028022667
main,60,3853,13.890505325644641,107,0.9127144049082472,27,0.6751132424630323,321.68781575182214,6039.86546597848,0,0.03178344781400666
baseline,17,3389,34.065896402864304,79,0.5953767952882013,9,0.3951498720985773,9228.770895310054,4208.660187010054,2,0.03599366129940407
main,33,3947,25.365756358029884,220,0.08410449769129602,17,0.03737087149664964,9257.345131455513,684.6678416125385,1,0.3588970307943292
high,6,3883,6.517549147973187,82,0.5345119072896757,9,0.16634376040110355,9574.82592484177,3174.283826904989,2,0.5404815379576328
baseline,60,4610,30.28631173549414,216,0.0937643902259857,40,0.9830132547324677,4114.033437045988,1541.9861669159884,1,0.3712240879555394
high444,62,1692,25.855671992518072,141,0.4299844705368676,21,0.45694126924726,1485.0734823905543,3483.555341493726,0,0.21537301493197902
high,58,2430,12.231544917319273,53,0.503671452406523,49,0.7121171825535265,9974.012529882846,7714.252446138754,0,0.5984017727486434
high10,9,2134,29.957703213906477,168,0.6000572035273166,17,0.3841237591585418,7912.219786245266,2848.1914442504385,2,0.8044613647955277
high444,49,2442,10.03252015493889,114,0.1786019949900597,14,0.15924561691872519,1382.1676828532225,4443.409761403151,1,0.7400774507308925
baseline,31,3815,0.16406039042150278,94,0.8838155669199432,49,0.9835593943495827,6823.076841342508,5022.536107956483,0,0.4049178773901102
main,28,4201,26.736474706139397,118,0.24209983242151156,51,0.48086104199228163,7186.3503017769135,8189.056994178988,2,0.07265048903409477
baseline,14,1752,29.869119463445386,142,0.3165067797738431,39,0.3653195628358843,1695.6723431329247,9031.497629301268,0,0.15107310039413901
high10,51,3427,2.0535193093613,142,0.016574790571890263,13,0.5553077764057699,4712.267766358097,5529.830939798322,1,0.7367891596186934
high,61,4104,47.6190167381411,201,0.24584296470449196,45,0.6559202102825306,5790.659117378094,5657.603204914943,0,0.6679926340113895
high10,7,1615,32.09748124942797,118,0.0365068439726659,37,0.6524659088378353,1523.604725345773,6577.296437882783,1,0.09799932431590286
high422,6,2221,46.69937122503369,161,0.5495147773666041,46,0.6713340274105555,4628.172460546798,2392.6860746985003,2,0.7660117868396903
high422,50,4150,9.794840540236844,179,0.6351375794688373,46,0.6006639952696716,9927.106999074322,6853.679569244049,2,0.6988408762839252
high422,52,4170,43.78381050737645,192,0.05289183548491594,43,0.9935248770544584,4292.024495693566,2843.533732767152,1,0.5991123595439364
high444,68,3416,18.949828240735858,194,0.17197053334439272,44,0.19689727537072454,2086.596545658007,5383.799120173175,0,0.41783340069575736
high,58,2295,12.313458297447946,125,0.32360403565420104,43,0.43594032293125196,2924.3831782691955,5872.775601089317,2,0.7516750225137765
high422,25,1959,19.455489914521255,237,0.8096745060570677,22,0.17084456515047386,1233.7370088484024,7546.725074469397,0,0.43802561376050464
baseline,8,3832,16.389257523899804,69,0.33331320728494984,35,0.8393058272537444,9456.230664015478,333.34482355587335,1,0.8742357330382793
high444,53,4853,48.163523781377656,182,0.7315460246647694,20,0.3682626730928923,8909.109646954046,4447.197875838853,0,0.464646929506923
high422,45,4348,20.86567730027403,123,0.0016615730606531764,25,0.9012021690692328,7534.4050126548245,8505.561671139387,0,0.8985907273682021
high444,27,4655,31.726470907849354,143,0.4840701011021762,34,0.0011364958185632323,1442.882857746044,3716.9045789405277,0,0.20387227527508112
high10,51,3483,24.722927197657064,180,0.04076499004054124,1,0.7315168159510359,4846.793486611601,1012.3720573143103,2,0.2872673877419616
high10,44,3713,41.42453403040509,193,0.8332694421872648,20,0.07474868482236308,8628.866151257806,7620.314756185537,0,0.3090017899190842
high422,46,2738,27.02024462493555,110,0.8362713172720837,5,0.3041578404662727,8050.257610949945,360.6397573486009,0,0.6208107319945692
high10,4,4888,21.21255822979451,215,0.47476003373194664,33,0.6856024812871003,2502.527067700181,2560.073366134452,1,0.8730186931830272
high10,13,3290,24.116984613730214,122,0.5503491348287186,37,0.6315549781333865,7304.229187007027,4521.615447375359,0,0.9947709366027347
high,47,3001,5.782963032609315,57,0.9754878701363715,8,0.37245581630004443,4453.010089717405,2496.4595934807244,1,0.6650971634775084
high444,51,3949,5.570307804915028,51,0.12666388392649242,17,0.7900632097826438,2720.1215599597504,9654.74281963294,1,0.32137879748451814
high444,27,2863,33.76912014897824,230,0.008013044782403056,10,0.4115292610090764,774.6327589156821,7460.57577068033,1,0.45493747660711503
high422,66,2818,32.25659144378114,103,0.49552510086288615,3,0.009979800025366026,5914.342282344055,4702.821959777685,1,0.4896970613271626
high422,6,3096,33.60834370892015,210,0.6130387602934427,6,0.9168867702068637,1797.3719143687538,5416.860951002332,1,0.31559365439609655
high444,10,3598,15.862270781393,182,0.08219979221241236,10,0.32474956946999944,756.8637216357455,822.3304174176171,2,0.8883017578169355
high422,29,2580,10.954586293452133,41,0.6970370922481904,23,0.09208740032495,8615.169996776158,5246.855114289839,1,0.6089669483034599
high10,1,4636,17.477644467810602,54,0.5769612163827896,42,0.7156530907420602,1192.7250046597692,1852.8444448320558,2,0.05946121625573819
baseline,36,4048,50.13513718225449,228,0.16811948499808804,38,0.5645815617554971,5389.383178520755,3884.0434848570903,0,0.9721540900812616
baseline,51,1890,3.4463205013084686,121,0.33371790094810294,40,0.12374591400583224,7376.744954476637,9013.844570105559,1,0.2642372640433307
high444,66,1831,16.99874370296625,54,0.032083947904000376,31,0.047885484750221585,9275.281827034934,8642.444874281191,2,0.6825454251141759
high,31,2373,19.99745567163055,190,0.07379523420844947,1,0.3200435464853133,1473.9494985071378,9494.664260238113,1,0.11734014627621658
high422,16,3276,44.329915670976284,70,0.413248453527189,8,0.8550277498724561,966.1448305024422,6541.605901647526,0,0.9318391141840104
baseline,3,2367,31.181849518439677,247,0.11718450652238044,45,0.04914607376797775,1613.0286865694588,8344.129931691601,1,0.3940427249941829
baseline,23,2660,19.96952627444071,209,0.5388732514450066,15,0.22148481862700964,4156.682917149926,8386.583914437648,1,0.2920117782341276
baseline,47,2566,34.067880250286805,55,0.677394584250239,46,0.20142547676044198,1710.6571323691321,8116.8218141732395,1,0.19721817731852487
high10,20,4423,30.137393111142895,87,0.7323314216873689,27,0.9027227451053796,4348.754743763858,5484.471201519257,0,0.37132870103258575
high444,0,1567,5.0026827597223145,106,0.31505833620773616,18,0.8758206019605039,9694.5754766221,6639.2095628048955,2,0.8017386036769345
high,19,1593,5.94163736067903,152,0.6311420083851904,10,0.8733303905538278,949.4298578258065,5656.642926129642,1,0.4742965461461618
baseline,28,4692,43.120607854277814,235,0.1553048316862916,7,0.09912669598283652,4148.171953337485,9724.981255248225,0,0.8997269895529953
high10,18,2845,16.643710331719305,161,0.07944617749226757,10,0.05541050943904102,4808.586870882558,876.9492915492206,2,0.5294616577669158
main,41,2400,10.588464575711258,149,0.41309816970992375,15,0.7593718845318348,6039.005675198271,6874.144078039272,2,0.20332093200933066
high444,67,2280,31.38142428857707,199,0.9210005874693209,1,0.11300294570477731,1734.8489555374535,9451.506409366557,1,0.06002381582858807
baseline,57,2105,18.179669500724902,228,0.5451286761763394,30,0.32536032795018555,9977.570297786078,3697.649907810332,2,0.6041091176666643
main,32,3174,35.555726357593144,60,0.2405550366100896,42,0.7312907676640166,1407.4101426677576,223.41948213648655,1,0.27631984363064876
high422,52,2730,45.91081389984146,91,0.05963636244643833,38,0.31909471971866854,5102.815586939324,5135.591948214579,1,0.3232336004208386
baseline,31,2530,42.98816909145825,123,0.4413984409687439,46,0.10122442559695344,6984.986901321936,3242.7248810951914,2,0.33008148571260854
main,8,2966,8.540662630999776,73,0.371607653752574,26,0.88813125295523,8269.266715962742,2683.1451245248004,0,0.6835189493860995
high444,53,1968,1.0887235913539137,60,0.8276182750137847,9,0.7058085459797748,5673.565618895234,9125.348600166633,1,0.6760155591375397
high,69,4192,33.46324233038022,192,0.15745787123558241,44,0.7187822082045547,649.846816197479,6589.5210221385405,0,0.3167136963853382
baseline,47,3308,21.61572112451218,208,0.701606707883583,2,0.7232627549626437,925.0331514162568,9538.368353309685,0,0.8705962021266151
baseline,69,4878,5.572008436403776,204,0.10880507714718046,6,0.8014036152916975,289.38573647016244,4847.454751102116,0,0.1276976585806694
high,26,2398,40.41106288697113,170,0.5785575158141172,25,0.249889688376415,3386.0616491113537,6591.075718872691,0,0.7828853653449194
main,64,2575,9.66328064035508,126,0.41511996625605596,39,0.9151343399615354,3968.0425817172295,3619.9813446528506,1,0.43140793201928473
baseline,69,1932,40.032027803197906,229,0.9585749975563688,16,0.8202268451417183,9804.07042960356,9715.041187764717,0,0.7140166329799821
high10,29,4102,0.9115665085987892,147,0.33545894831216205,46,0.14260763330013304,2756.9367210562677,1352.1962525841714,0,0.5169819004410199
high10,21,4348,30.87091710659023,102,0.519005739823905,46,0.7276225494492976,8859.968929728993,6239.868426887227,0,0.2614778451302844
high422,49,3318,7.101931959890607,42,0.15326052817265057,50,0.8524892074318104,272.27866092901286,2217.833891565072,1,0.5858026865861826
high422,36,2497,39.364958837618275,140,0.5569581847911002,43,0.3030728516373491,6364.032169159981,8481.298512602923,1,0.1565107740512024
high444,38,1559,15.03251669027813,152,0.9633381788916818,12,0.6953600870243725,4661.513196496059,7130.508993076136,2,0.23265736571202722
high,61,1714,31.725709587769167,139,0.9546978758609794,47,0.7284223800042758,4889.152411884194,8393.073445264532,1,0.004093171725565892
main,68,2240,43.01589456540014,139,0.13622557983680217,28,0.5645153098280623,8761.952711516364,7480.8931739889285,0,0.9282930742139089
high,23,4800,19.033079916016828,69,0.6297549844174957,5,0.9137934977505042,4906.906989974215,7696.564780752425,2,0.09892641440773087
high,17,1912,44.02656955897807,117,0.6695005494249985,51,0.47087745167344075,2603.105362205782,2303.8227910551536,0,0.6555225456637189
high,28,3687,4.040591238313193,187,0.20997047792647516,30,0.20858710142880654,1160.518425191267,5753.431769363238,2,0.7361697957963613
high444,7,4187,37.386592535823404,227,0.5227690782874963,1,0.40889073483831706,9473.008449102144,4213.705762814619,2,0.045186867775348194
baseline,51,4973,20.765707221050864,76,0.5779257875660818,23,0.007700475006449881,7865.732656304752,1105.2213676876354,1,0.1428482456021375
high422,19,4623,25.668092095120024,212,0.3439003329864183,29,0.40900427363090475,6333.131664555725,502.75260567838376,2,0.17406431269440648
high422,27,2941,48.964513161478116,219,0.6680842434444113,50,0.2915462493163332,2729.3210979923065,4675.822531569349,2,0.4020738464094399
high422,25,2057,28.40970072179012,209,0.9660800419116152,19,0.29567443766243406,5040.949043766552,8036.367160971353,1,0.005251217138258268
high10,38,2669,46.518411032857635,123,0.6957683779096053,44,0.8786052022293196,8287.73498631831,7340.726894416561,2,0.794153035557992
high10,46,3182,40.33769885557142,239,0.7510601766853644,20,0.44983140005818545,8004.88825912064,6192.335279865889,1,0.4244969662301785
baseline,67,2425,1.7721137506889786,144,0.5934322710660567,32,0.05716388415911833,4084.472868694421,6135.333290882111,0,0.2778259120540757
high422,5,1807,37.28818401826033,232,0.2678236971988115,0,0.5109357383793949,7124.022448724053,1836.2420468096086,2,0.4708818666672375
high422,32,1542,27.72705806851465,218,0.05116434839673967,40,0.5453716823730078,4001.184518815356,3591.380469511499,2,0.7750282391537411
high422,29,1749,36.530719484195316,202,0.36299112151971147,17,0.6099573295342694,2747.4659433393613,3261.8313180244986,0,0.5314651265766827
baseline,58,2267,17.57893267914786,179,0.08859415874082333,31,0.8729955611030834,7328.5427815246185,8500.855632724632,1,0.3786435277889706
high422,27,2542,26.272739655512144,178,0.6118171611565586,6,0.5995080551557346,5212.628277757203,8840.718604422,2,0.9580130044837343
high444,45,4628,44.067039822648304,248,0.21861175619474293,49,0.6486678373465122,7164.2350396134325,2606.1325397513524,2,0.9884065545160401
high444,59,2886,26.768223783537177,61,0.37150760534926364,15,0.1758112676046497,2623.0856911000287,2295.2287999308387,0,0.7439887433118278
baseline,60,2247,10.70615448821181,46,0.9030229227716624,50,0.925256748392044,8281.51522946613,9755.641031701507,0,0.6701436352345412
baseline,47,1602,26.026620030919766,157,0.8511471482426952,38,0.49741168177121897,9328.1531874582,928.6244639854735,0,0.13570274018137551
high422,41,3010,36.84582221001547,197,0.7458770084056042,34,0.4071214597412225,3598.7677689054462,7054.634333363326,0,0.614170788126688
high10,22,3229,49.887891093602235,178,0.6248505090143837,40,0.10950696450168207,6738.311553901255,8920.055509321644,1,0.5581082230749772
high422,10,2235,37.702275465587086,42,0.02831226926199837,27,0.352044550151965,7376.950955243855,6674.205067015981,1,0.5727422725705772
high,14,4419,26.529503029723475,120,0.18387382312708922,50,0.16634796377821248,4646.419193380313,1788.0616704754725,1,0.3313255366997717
high10,61,3320,17.29246184620095,162,0.5681251328118193,40,0.18565506685020028,150.32153897440836,612.3530996340876,2,0.6694038211149593
baseline,7,2210,47.25182868668422,246,0.6591511825359299,35,0.8880462555537371,9062.246344439152,5384.777291150778,1,0.20333112237980244
main,41,4728,28.49144447565186,212,0.08926581063496242,22,0.9344477948692758,6579.335625449804,1771.9212449124489,1,0.6869149813539013
high,32,3784,44.964980377160174,45,0.6707252130056233,24,0.29152848813869014,3934.9543749904547,3146.8740997379196,2,0.6479366762172657
main,47,1949,0.20827702945094784,192,0.6351281350758602,51,0.6394552292464455,5387.608936888203,2718.195240227125,2,0.11907770038674725
high444,55,3077,5.246851532819631,245,0.7562516066073227,47,0.7854297674437918,9576.54555492704,7147.546335249879,0,0.7483480341775538
high10,61,2615,41.57458764641073,182,0.3505956363420111,38,0.736678634756325,4846.22710244261,6416.650072580019,1,0.3327492257354423
high10,64,2769,3.975238897263859,165,0.7198322795290449,49,0.6490222444934631,3146.8259829051017,1176.0228931733463,0,0.5110778981852468
high422,50,2817,47.22374634825881,46,0.9425363776467143,50,0.7220640914429975,4801.638906069331,1780.455426183516,2,0.8937804635218498
high444,62,4393,45.60316716946409,238,0.17878337972889313,13,0.3761353621929062,1840.693888132332,898.6802010753125,2,0.23691011694858932
high10,36,3989,5.370776548071916,250,0.09970000561793757,47,0.4218972737649934,9832.273779512056,8209.882059392006,2,0.47102880484398346
baseline,21,3206,45.23351030637864,190,0.4037363188478553,23,0.9624107699953598,6679.430144928408,6724.935522919679,1,0.49423762812639227
high444,36,2958,8.946643596473969,148,0.8395430053863405,3,0.6091105508964287,6985.328509249079,5511.8163622467555,1,0.33910640661796165
high422,61,4397,15.966347731270417,226,0.41532296326059215,5,0.2572683477415445,5413.251711178325,5805.9367424602415,0,0.8102487531344633
baseline,58,4877,5.945886491962639,236,0.9884231433319666,6,0.5425158231184717,6659.718147222665,8966.99371510656,1,0.0275416452724091
high,51,2361,32.0685612433403,226,0.010953580345840042,40,0.2777958857031596,3046.1059414999936,4730.848547371244,0,0.16221440413722332
baseline,8,3820,17.55344575987423,220,0.10897434077884482,6,0.4900279888455761,5711.163083832174,5129.703317559006,2,0.3702797581816136
high444,55,3597,13.859532299074722,59,0.2287721430338383,2,0.0743669236195933,3031.6153125286737,5546.216916349087,0,0.37492121782646337
high10,52,2539,43.756404270017576,78,0.5316376243667631,37,0.36140455474784106,878.926904452103,9044.598074048801,0,0.45259080129557805
high10,43,1812,37.78258814128101,138,0.8603687107894408,26,0.4355228315726113,2845.9052229661797,6350.64175682649,1,0.925235772963193
baseline,21,3768,32.12154384591723,153,0.3164303923235051,16,0.6355064174525912,9660.563914304565,5214.168717544179,1,0.734856714399309
high444,27,1694,13.201069505526112,116,0.662891233071491,37,0.5159676322040161,4511.885026446266,1409.065191827773,2,0.0006622714385854378
high422,54,4019,50.25821683182441,174,0.9029472363136201,40,0.6233748401864644,3380.991299415971,607.0547341814913,2,0.8335497311026349
high10,46,3677,18.37375238753663,71,0.15187271583355166,32,0.5918178122945014,5295.23360357308,1432.531026056113,0,0.52478534515935
high444,59,2125,35.69872079556918,208,0.22376807240710417,6,0.5474303028363822,804.9190895400293,4912.7763466417455,0,0.19995349679947194
high10,14,3475,26.655471853832182,126,0.6487601212779784,3,0.08444525117674517,8566.345713339018,9521.006590370313,0,0.8942348438571315
high444,9,2228,32.2549684949449,148,0.953771579692343,14,0.7042185710953403,6999.426942494575,3681.2348962569486,1,0.15524448212381492
high10,45,3235,19.86810788658486,106,0.3467238281774566,21,0.5727564530318628,7830.073322784605,5832.02889310325,0,0.8166644450343159
main,43,3657,44.00423717245529,135,0.7118609465180402,12,0.9967037662151336,7834.175013281146,737.998511859137,2,0.5648404099384869
high10,58,2397,16.932709692017987,250,0.12151877336495065,37,0.6889416685679972,9074.1725670926,940.6413763802179,1,0.661953729070197
high10,57,3119,7.089735758414334,74,0.13659364670948193,34,0.976668823014511,6161.471493749742,2639.440803664306,1,0.5475621022798479
baseline,57,4696,32.948742274161695,143,0.2175891518941515,47,0.1741841436998649,2388.877391977068,4493.468076702395,2,0.09735265633722667
high,35,4534,34.46889280554612,158,0.06752134671243715,25,0.05716280301630472,6623.821308625794,1779.0634459076416,0,0.14941513805171935
high,67,4861,1.3725135607742762,250,0.5278832725155442,22,0.152252438808674,5217.589438430085,6882.579409869467,0,0.8652214089397157
high10,65,3967,23.949449569223418,93,0.7357870344552129,40,0.3107474171311211,5848.486283915364,5636.338998351106,2,0.6262084502105915
high444,55,1988,6.230522526098907,198,0.9682196909633115,21,0.5648410782266815,6577.422864782298,3782.5297474533113,1,0.21606965888422713
baseline,25,1754,21.783694385837038,150,0.7917250356737295,15,0.9747468595665034,8054.160189321862,9188.446670711708,2,0.7908430842658832
high,68,2831,40.59168483730883,142,0.4255871530188404,11,0.7990174490471847,4491.370547625332,7981.986252982095,0,0.2889041748005562
baseline,58,4620,35.84022442042412,40,0.6314202637371028,11,0.22086077443876861,581.6648329970752,8194.272790996562,1,0.052290957428702045
baseline,51,4415,34.56116206937272,192,0.2921720500952556,28,0.9374652557909563,9445.433736852034,7435.262460483557,0,0.3566759350772919
high422,65,3894,1.068907930560377,143,0.7950165120241863,21,0.6335002734285932,3695.5478327671153,8818.245312957157,2,0.7027588653073443
baseline,36,1995,38.88092328702082,164,0.6092694855859303,14,0.45280063998158704,4420.742333987715,3447.9534768924846,2,0.9239093666221943
baseline,20,3083,5.18711594198115,179,0.48288825866299157,24,0.4129850385174413,3635.8428432776836,2619.5642610044565,2,0.5400886435753084
high10,47,4536,17.834127742518497,197,0.16000252166740148,30,0.8219539207258291,6173.582040008942,816.6100422839772,1,0.24337980185249197
high10,39,2724,15.49721102074788,41,0.8656199132809722,23,0.3200708196861013,3874.669586704511,7985.333479176669,0,0.35737354135170263
baseline,19,2854,43.42052344330311,145,0.5142806508162936,49,0.2789963262231673,8477.790363917009,6704.718657410087,0,0.3271927377355671
high444,61,3683,11.801707657422106,214,0.12448986708674425,28,0.5036070827416692,7451.755788477177,5075.989088184007,0,0.4703473205548123
high10,26,2681,25.146407654815743,201,0.9529798153801569,1,0.38664357158950236,8889.547920235498,2283.3968976431483,2,0.29700465487019434
high422,69,1782,46.71928704957442,127,0.8025436212823318,3,0.024391030965237093,3012.3113324701535,9787.520853582415,1,0.937264652004539
high422,66,1605,44.98403605677929,210,0.4155419030362417,47,0.30650632687063994,4210.467621170205,4720.491348482162,0,0.6065689641264774
high,58,4250,18.213475453826238,149,0.10375574377936214,41,0.6281989561903041,3398.448054332214,7775.751692747171,1,0.6849054569459037
high444,65,2580,7.932643459749408,67,0.20609190311366277,0,0.6882960613818581,9861.284052511981,716.1405799717346,2,0.9693686684438558
high10,24,3260,40.40015172633277,189,0.10733426161435122,42,0.6404438151708479,712.0004157506365,9650.663693289214,1,0.9650520832175538
main,2,4397,27.58393789078488,76,0.3286771726365132,38,0.6818713896144499,5696.334644007827,2186.0357570602387,0,0.17152012933960825
baseline,58,3992,7.473275582780538,106,0.8939955652236367,31,0.5558287274880949,1728.205311348351,6812.636208931095,1,0.942290527239949
high422,27,1578,19.963584535975723,182,0.37212119118962816,46,0.8553539834287657,7725.896713384611,4108.267278561939,1,0.5069673767988334
baseline,34,2794,5.6211228004994,237,0.2127671403126542,45,0.3086940387646291,4515.134319495256,7173.77670928348,2,0.9438893257279252
high10,36,3400,34.59476951824597,92,0.6263184814617333,31,0.9634699875780602,2635.9909717267606,3791.645599958009,2,0.8117807688462932
baseline,54,3744,14.789562751922162,169,0.8168837635741852,30,0.40659325669451885,4813.463299839858,8374.55643268041,2,0.31752683828206185
high422,4,3067,46.09133552932833,166,0.7716296141083945,20,0.47846552290138333,8468.422459738098,199.91245929458,2,0.6713968999466717
high444,6,1666,30.204945429983205,178,0.5612564430452255,26,0.270382845644368,691.0109848603818,3378.59703022635,0,0.9342233234093296
main,51,1841,43.78243662023582,107,0.6584474147252453,23,0.8531759951431483,2844.09860125147,3427.404369033411,0,0.9994000468858847
high,44,1627,47.83008419895495,206,0.15905981527226765,42,0.47951215068080844,6546.463712291608,9562.94283357704,0,0.7666668854844443
high,29,4015,43.76832622090301,51,0.13341309599993945,10,0.20937509252386188,9070.10380030883,3320.275135467539,1,0.22461905327776444
main,7,2089,28.153522834297032,59,0.3802521594611523,32,0.9050034389804757,8625.589142852095,9290.03540237525,0,0.6064751142702263
baseline,2,4882,33.3655877414789,159,0.5255034689531676,11,0.2662502405696918,6805.638130922133,4934.938557944421,0,0.0922863760731385
high,17,2050,41.42906077097697,135,0.016577733035482156,19,0.46357075295281014,515.3344177500529,6727.426495943882,0,0.7378963010055868
high444,1,2609,47.99382465069992,58,0.7662974281755237,16,0.17964639042368602,2948.1778842982962,3947.1142756940326,1,0.33139705395103847
main,69,2031,15.642542393782335,122,0.24698532993504063,41,0.649839000559884,9191.655731599843,7797.946294466672,1,0.30651939649004933
main,56,4610,25.980785376925844,138,0.45431545166095055,19,0.5741018698812079,9357.259303434304,2419.4526641738657,2,0.9185603144939318
high10,45,2963,30.81135094703766,112,0.9823241579976578,38,0.19049210187716348,2670.840489260259,4880.536938516181,0,0.0819779202293206
high,15,3609,4.488257402538409,170,0.13234611103960947,34,0.9435186787072338,5067.550965246076,9638.077525604765,2,0.5873900195485996
baseline,16,4756,24.046063185359497,43,0.7525778749737867,11,0.4645110744156764,1691.5183559583602,4608.605188815922,2,0.9049263919240907
high422,25,3161,34.95179748151049,123,0.14317204542882156,34,0.4960367861871131,9625.564923320004,8466.475680141708,0,0.7893417851136783
high,19,4410,18.650763382368062,209,0.1516997451832124,45,0.2345227733793931,8259.89668479607,9619.607490748218,1,0.9680559429473611
high444,61,3054,9.356252688901531,46,0.8882281610602936,18,0.510137712728217,928.3466242970705,1983.8248362032064,2,0.30251132099505407
main,1,3177,36.799969318850955,219,0.20674736455380627,3,0.4440968399504367,1980.3092401811596,4086.659078657141,2,0.7032911364215914
main,63,2242,50.153542638223236,156,0.6411787187268726,13,0.109081628980087,2311.1690669119334,7425.840713805901,0,0.6763485598064237
baseline,5,1723,45.154322231544775,81,0.7198860890320439,3,0.6302672718653016,8112.532419400306,9078.204127727393,2,0.10779214646179502
high422,11,1723,48.79702701163042,121,0.0865188867059915,35,0.1703689136845351,1279.5714382511126,8039.436731519872,1,0.15869833790486043
high10,16,3658,1.1921353230140541,79,0.080235731011982,8,0.5936376659868698,2632.960063076235,1898.024233719169,2,0.03829308093146033
main,11,2276,22.98211871074833,49,0.5107459162368595,27,0.7869001873839233,1684.8102900778272,519.1636728186078,2,0.0407343120431406
high,37,3672,22.812680342610143,122,0.9793213952354316,43,0.13225282809368855,3634.48614899728,5231.060486876402,2,0.6247979187993123
