profile,qp,rc-lookahead,vbv-init,qpmax,ratetol,ipratio,pbratio,aq-mode,qcomp
high444,38,188,0.30395363034141887,24,0.1988075425980388,7379.838899774741,3409.7799577210562,2,0.33015654744170964
main,29,87,0.49239482853008265,2,0.9128193414313542,9354.751396973781,6735.027247956374,1,0.14910233822879426
high10,26,171,0.6155333747570301,34,0.8943584411016314,6828.468361296666,7055.340567003606,0,0.8766906928128656
high444,4,140,0.9752407367172651,8,0.42453593728606887,8204.87758783626,3346.5259375635214,2,0.4109825208805753
high10,59,43,0.05281156958841593,24,0.35226350525728556,6980.561834121345,891.5533820738452,2,0.12946459321893444
high422,27,206,0.2572590239423761,2,0.5385155901420631,9250.920361220338,7707.700706701289,2,0.9859307873965806
high422,45,145,0.30356340974359697,34,0.34215660194496167,5548.89606894892,7193.086743854928,2,0.5069636231244155
high,14,129,0.88934748844824,50,0.11026513480126576,4955.8801437558905,70.05267901502465,0,0.7323347342643117
high,67,192,0.47707859175304723,36,0.4693402461996109,7855.269355931499,3394.932176376263,2,0.14699381259119482
main,15,233,0.9241607168548538,23,0.08880909052146735,8087.716615467131,9108.938933426625,2,0.5192340481189274
high,27,185,0.30913274349850806,7,0.5946355578767276,3307.110015381116,2150.5651189991127,0,0.2779177089675906
baseline,31,161,0.3292351873894648,50,0.23365011852822315,7853.139516702723,2170.3390572828685,2,0.18195107267993782
high422,11,75,0.4791702818306979,17,0.2265959375344021,9263.579531230998,4895.42346075971,2,0.602459955059784
baseline,43,147,0.20043394689787297,4,0.6302371483963243,4542.513167110194,9739.82551275552,1,0.9317454831038103
high444,42,180,0.7329661454463533,32,0.23524891168988515,4823.097793517956,2498.740236499475,2,0.10921828956930701
high444,22,74,0.26117919975059367,32,0.008829029298168534,8356.360148614458,6129.825500087921,2,0.7504862895833379
high444,9,239,0.6482808638167223,34,0.9373229530314863,4220.208500681214,453.7192718471239,2,0.0434067016246531
high10,18,240,0.20828613201734736,40,0.84410389470964,9068.081146302951,5944.923386136806,1,0.18497977868767268
high,20,99,0.5506269201937695,35,0.48508850300968964,8749.618503592405,2214.063134866127,1,0.0027634215030203357
high444,16,181,0.007940895060041142,48,0.21747330076794724,7364.970339347652,6529.496235462533,0,0.7281251007032754
high,19,109,0.7690280885455575,18,0.37468189346360914,5539.752652438904,6936.501783236442,2,0.7901780108422759
high444,5,202,0.45609268403029024,36,0.5609505714458664,3463.3153789110606,8658.23348392842,1,0.9163412975387916
high444,41,151,0.3086399740283514,47,0.520663519747195,7820.204275578959,5501.299971640765,0,0.6681008285857557
high,33,80,0.6524062567550378,9,0.3317341165093306,7824.618674413919,2729.9299258409305,0,0.11984774571145962
high422,43,157,0.6798857219914064,33,0.46451717095392087,298.92986673158873,4152.74685678336,0,0.3140840770074347
high10,0,172,0.33885784571051136,39,0.09430053369523661,4551.319795962674,8990.881867105178,0,0.4918125223640617
high10,4,119,0.6742689160061097,17,0.985491610474809,532.2407831578469,6136.969191925422,2,0.18161044558063433
high,35,132,0.3960531869759589,34,0.2917374489139558,8752.180281413403,9443.377349471373,1,0.3447244220618908
baseline,68,50,0.47170112985023216,17,0.1716290642693128,5153.270617917304,7657.032379302166,1,0.745033035025352
high,13,153,0.6379984181744653,27,0.3952790523849776,3321.9187963495324,4767.152514263188,0,0.3641366867489121
baseline,1,145,0.08432043621185792,2,0.14989016641240305,9161.913907440181,1388.520250143953,0,0.9751857382630339
baseline,21,55,0.5071030390163247,48,0.8210816172086546,3705.5025639527084,9070.862964881022,1,0.5003525241479233
high422,64,143,0.8691459836749773,26,0.000347122121949206,9790.486566334288,7500.006066558034,1,0.9020367377738954
high10,53,230,0.0012508676901178406,3,0.9124836657180943,1314.1893245514602,6368.844189654883,1,0.14870432836495684
high422,18,101,0.9204571359160917,49,0.22953307441045634,8505.664024692076,1894.7183036184456,0,0.9503026646615684
baseline,60,119,0.9114957732003189,49,0.5743771987188097,6205.859649819681,9154.613482628843,0,0.48601570610517064
baseline,49,228,0.04520796838940844,13,0.8768438702484068,1046.7204716245426,4650.524172713421,0,0.2592803686090167
main,8,189,0.9960318689822227,20,0.09847711736318265,5066.040967806958,5211.083338521123,1,0.3460290407508594
main,53,56,0.6291276103164537,44,0.1730899994763262,8691.852002576836,8173.609251803059,2,0.7808901200059528
main,54,144,0.8032073189591089,50,0.28325985506854656,6709.325982160386,3767.7156668543234,2,0.049008061791743884
main,27,86,0.8231383257191431,32,0.8378579608217708,5861.280582334226,3518.023945365323,2,0.21459678077546784
high10,66,112,0.7300112146970291,50,0.23941445113572823,2147.777567045005,8085.481363237279,0,0.22048755521502772
high422,58,65,0.9337168646877829,21,0.8478473205711712,3741.8299076119865,6899.936810709508,1,0.028137998872171388
high444,69,207,0.9211434107967452,18,0.09985456795195713,332.01824387547487,4131.572064873157,0,0.5972267532296083
high444,9,79,0.1667921251696729,0,0.49774441640821665,2364.270641719205,1645.1170709994879,1,0.8330713248793771
high,34,213,0.7094365078773124,20,0.6164977504758465,6315.244790407744,4570.206353065469,0,0.7928473332678742
high422,11,128,0.6880316819570244,37,0.03785802999267973,3141.540798412996,6840.3050952006215,2,0.7430099760806127
high,29,216,0.8768674271839589,51,0.5668448045726087,9484.834185041213,9214.13376501142,0,0.1836931529760336
baseline,33,117,0.02968402198760134,12,0.8048191035718623,1315.3635734509717,9508.584413251394,0,0.9957970192964348
high444,56,67,0.0826239710749912,23,0.5253808788268418,1228.3753932856678,6233.609441666336,2,0.1486205495171825
high444,38,124,0.08206305683640558,19,0.9337272169689875,7556.988368335063,2771.579114026095,1,0.43122362844331563
main,27,185,0.6697389774884275,32,0.9287700920706786,8334.888464004976,3704.4782995376913,1,0.5536966232276297
baseline,26,218,0.6904649047221777,47,0.9602796709760424,9015.408760058559,1510.7652784443992,1,0.6472080057449394
high10,51,121,0.30498258904083575,12,0.47325433350381296,6090.259847772904,5827.386572581628,2,0.46619400397108457
main,57,232,0.5244958483095898,9,0.7506130012011755,5975.756451655913,4401.127049153405,0,0.41218072498212044
baseline,35,166,0.1654927982598582,27,0.27798639863654484,3276.016433020941,7528.579847150581,1,0.7226404637340053
main,9,226,0.9711202526148168,32,0.025618214154347285,4483.11762546037,2308.2688410699757,2,0.831605822389629
high422,13,240,0.6536393843164039,11,0.45269540208800085,5305.139754660035,5588.109793822097,2,0.15152248963110182
high444,5,176,0.18898296209637266,4,0.012687765508133553,2234.3798859910903,9635.237850273863,2,0.3806353206285339
main,47,233,0.5914074372903589,13,0.2099464104941554,192.23759806870078,8987.760863634556,0,0.3551726120152151
high444,2,101,0.18735187025408162,38,0.5832577698365763,1093.853889999533,4986.152841912881,0,0.8135601601196807
baseline,45,98,0.5909666839088076,16,0.9240983295067534,4887.78180578563,1725.3148626903815,0,0.02527872734928105
high10,58,109,0.05291501348678285,11,0.4981425219250172,7590.795537820786,2543.256271737628,0,0.05686804557656955
high444,1,95,0.7604781193138611,31,0.10978590377743302,3608.2716390282453,2894.383422584935,1,0.74593743912436
high10,68,111,0.3943942150928208,37,0.8814273935867363,7547.663276923781,6381.971935551436,1,0.3921230259888626
high444,57,178,0.544542862336188,32,0.93750971939034,6127.941476296376,7512.590061700233,1,0.9158869183961791
main,21,165,0.34499549268142526,37,0.25541116122845886,7739.355450140666,6088.754683779202,2,0.024956279100472156
baseline,1,94,0.7524909499192888,24,0.7161235394895745,608.766552442721,2268.356389833178,0,0.12152753046297005
main,51,242,0.32093885539113554,17,0.6419516857611516,3254.4886811955553,3151.288336517304,0,0.2170061051021619
high422,43,127,0.41880595855291813,40,0.052314397665105594,4832.879356271958,6873.292020144945,1,0.5749241578656729
high10,37,62,0.5105233924352599,7,0.9997963647724817,9406.584689616959,8963.178950373975,0,0.5484838574030995
high10,65,64,0.5313864652697011,48,0.5466065464651458,3779.259821122649,9393.012415504652,1,0.9003992303070557
main,3,115,0.47147744301740535,35,0.36512253744621803,1956.3289873970148,117.39118182439002,2,0.6782001906680447
high,2,245,0.8764687632821978,27,0.9822155932808475,1840.3403236334136,7088.4747967326,2,0.3491477670247909
high,41,220,0.6557413842360171,20,0.8130462580905662,4760.251288655431,1938.0462432212464,2,0.879287887578468
high10,17,64,0.5775722390093883,25,0.7466238029661626,4014.5867915467124,7803.907568381713,1,0.6290853292747859
high,65,179,0.332177966766499,37,0.6233801889209993,8506.818895770088,140.30617677706525,1,0.567325655774621
baseline,65,63,0.24581367752832284,8,0.454265006058467,4787.500120144847,1749.7172899985703,2,0.764024416575658
high444,28,187,0.5025083040622159,2,0.16051786535974755,9721.233715151478,2052.272118451491,2,0.0480028076275445
high10,22,54,0.931895359593954,29,0.25886805448200334,5232.790152555616,7723.275897021882,0,0.8209214944084042
high10,12,93,0.4624037052723834,44,0.8278960876276815,9306.651650173606,7673.479167998645,1,0.9026616962921644
baseline,52,133,0.5486687168478067,34,0.33639957320135083,5151.228171536431,2550.742788568472,2,0.9778296855188778
high444,38,226,0.6229419404799119,9,0.6667919338405756,5387.1531381649365,7957.914239281734,0,0.2875497030683406
baseline,15,112,0.2162176483695868,22,0.6758134553324955,274.72103448133,8437.185875390838,2,0.4446917236222019
high,6,110,0.9180783651235913,39,0.06487861816655238,8894.116040428398,5613.43892995791,2,0.500922461002195
high,26,71,0.003900185416092272,31,0.6256936873122022,5982.934223656135,6393.516831999331,1,0.5607556534565484
baseline,22,183,0.5318529426919493,41,0.17257547568084386,5748.795317332993,2507.6456957399805,1,0.745514578150267
high422,55,144,0.6658811702083899,19,0.008179846408998825,8386.304546822757,2905.0605745582716,2,0.6070446208527455
baseline,55,215,0.993053165069053,42,0.24498802943167874,6571.73258415509,5857.108817853023,1,0.9846164211976209
high10,66,228,0.7732644899052646,20,0.38719859439302107,5525.49123050078,9848.253086305418,0,0.7327654239337119
high422,55,140,0.34286463606169004,11,0.7996396399013384,835.3656643889761,8884.137289212294,2,0.8803308270261331
baseline,2,120,0.8295906488174903,21,0.5410466311815135,240.12744191341585,6940.464524291266,1,0.8821684716700596
baseline,46,174,0.6200824814007854,50,0.4573712430890181,8125.988920742801,5699.20097230004,2,0.5999098658295224
high,49,67,0.2763957633698808,8,0.9478681233738482,8404.693395926513,168.7020038496212,0,0.9548227525615659
baseline,26,130,0.9152690621492489,11,0.7040873015848186,6922.932089948011,1897.5118209657726,0,0.7462545623837717
high,19,58,0.5048935892785269,38,0.3745578175601386,9530.313395025578,1014.6820142227142,2,0.39473319889805025
high10,14,179,0.8436986871676093,48,0.42141374439008383,9148.719735192914,9266.440045438396,0,0.24915701038581717
high10,49,57,0.5703550712743779,17,0.5051811488321627,5014.585561551224,2623.4857163248703,1,0.5256092204149562
high444,30,159,0.29278227694769143,27,0.5919635905564009,9929.233785047129,8502.427507897628,1,0.3124660163840022
high422,32,134,0.914810212617014,22,0.6583841171739865,6322.659730620169,6137.658648135017,0,0.368042930939131
high10,20,127,0.575804352132784,17,0.7835063375975696,8808.364241141466,2733.759818943171,0,0.4187434480352621
main,2,230,0.7741419181590412,32,0.6299284399110455,9156.650938106508,634.9937339909173,2,0.9929630987974057
high422,16,114,0.5075831473738711,33,0.3025724942388526,7975.954825504057,2301.8136507815157,1,0.34173494458548925
high444,52,183,0.34869978692212034,45,0.28319925030291804,635.4435712350082,2641.712033128271,0,0.6650733707152048
baseline,46,42,0.26094369686239416,38,0.13719932149998326,7429.424467953873,9888.599010572823,0,0.9063657052702979
high10,20,135,0.235195714471096,51,0.9735245337646187,7652.626516872656,3431.056204068925,0,0.42059161144800383
main,32,226,0.3956758804454311,50,0.10544914623654589,9267.90232312912,5820.89221867298,0,0.6132757372690764
high,40,79,0.5316649692021822,19,0.7076613023527839,3136.049631332329,2112.0421866423258,1,0.10148242596307588
high10,12,160,0.49715536308424046,28,0.6358599936635543,9601.207826223033,4356.362260385156,0,0.4901228825450519
high444,65,106,0.3217888288804912,27,0.6956214920502706,7329.375235666189,4613.579086422504,0,0.5596970639841063
baseline,8,55,0.5578713955638627,4,0.541936965506777,5456.305595083316,9310.047449026433,1,0.06059879096094667
baseline,39,116,0.7886094129087192,3,0.3948831480042654,6401.733008712168,2340.359671413319,1,0.0712485620503015
high422,23,120,0.3389844352635766,47,0.13650650034566125,9260.843424219642,574.0568852327555,1,0.3932303310687719
main,41,55,0.885585414972459,50,0.5583200880487286,6293.89164742446,6394.991197310631,2,0.4761645816515
high444,55,41,0.5530844145936826,41,0.3254725837224951,1863.4457320455056,1535.3162783332707,1,0.8168928999239599
high,34,153,0.20811017921714514,49,0.41442549632891135,491.1596187488909,2730.991299326423,0,0.26880124412175643
high422,14,93,0.26735519982993483,41,0.07839909841926118,1219.997015154407,5758.169374156212,1,0.3028064894555783
baseline,3,241,0.46234667193128265,19,0.3036264385854758,929.2548307693683,5135.361574187517,1,0.7911134848974235
high444,24,59,0.6507911585486169,46,0.7949202048863399,5969.427990948735,996.4940258177879,2,0.347560872994792
high,46,71,0.7545917199074021,14,0.1327253558597653,2722.0346128394003,4654.230160997803,0,0.5808345222173297
high10,17,210,0.47922495439582247,7,0.6811644022542518,8793.42844120744,7409.01556614455,1,0.24016653020168366
high10,11,88,0.15095605401620538,37,0.7082043058352042,3006.3634194757915,8154.499652911223,2,0.2264053169781256
high444,9,128,0.4693399488509905,35,0.8837522590569437,2031.387577670305,8608.463293373734,0,0.07561940364792319
high444,57,187,0.5028460475307247,24,0.12161930284149525,796.8290936648336,192.16368433351616,2,0.6515124466404107
baseline,64,142,0.5145579327154793,32,0.2863155506376309,6194.4326299002805,7768.054352608503,1,0.692702735557975
main,16,91,0.8272265787855512,48,0.5820392635231341,4629.858212904721,5982.608939103138,2,0.2201978607982381
high,53,178,0.3324741081042817,24,0.37024662951679566,3805.0000382389903,942.9167954360818,1,0.6249800981554752
high10,46,236,0.4911323012630663,31,0.834825148436902,7778.175993362253,8778.934956693603,1,0.8126005989196644
high422,12,66,0.2553504358360694,45,0.8297582969402449,9220.908375971392,8095.068651234981,1,0.6396744088526114
high444,67,250,0.5422610870710903,31,0.27282831255039397,9249.20772833459,8496.21088945071,0,0.5345484033913419
high10,36,46,0.5383415368268588,37,0.03489997573898174,7572.236918085451,9725.859248601328,1,0.3361256122803572
high444,44,84,0.30115681628205737,4,0.26532884873521234,4467.639596361155,1996.2066379439714,2,0.4265167611750157
high444,28,48,0.20485051197625215,36,0.037542796218646646,1814.830875765876,1005.3890580295077,1,0.3741217410275479
baseline,9,48,0.4506725842021242,49,0.5639741975552678,6994.760607220845,910.0031309149681,2,0.14965945381281653
main,63,101,0.9939650746815504,2,0.4841451670704484,2131.2111176602757,7755.078614748888,0,0.2460717449600346
main,40,221,0.12388943149724851,47,0.48517136071346667,4708.240490904707,8249.517215312957,0,0.3495176846333309
high422,4,76,0.7897452598563985,14,0.11543570803186076,6045.415863562873,3109.4233353144973,1,0.35592607652009745
high10,42,156,0.773571276475048,50,0.5520684544302119,598.9919882450279,2915.3615655207245,1,0.12958470122317778
high10,11,244,0.24863359124072548,23,0.6913323809931471,2448.8075597905645,2574.4522350567067,2,0.26774126726194836
main,9,219,0.1442154214589465,25,0.9452506497097487,8176.32298234316,5678.163219440338,2,0.9759408663291649
high,6,210,0.07195289259942017,25,0.6253750529368091,4379.572850849308,9240.786636635003,0,0.7512660038094277
high10,22,60,0.5905838751976547,41,0.29953170137223784,8398.170758862996,6787.016645044669,1,0.6414495697516229
high,60,126,0.872670463950991,46,0.005525885059265323,4298.024276382765,3394.753457577202,1,0.9545832451300571
high422,7,158,0.9370080115500351,37,0.017500334897190273,4519.25077771742,7329.60231122679,2,0.05274611221071568
high,21,210,0.9767344861780318,50,0.5310334133210111,2807.9264343806844,6087.722483952121,0,0.6547981832420734
baseline,22,69,0.5900718278917307,19,0.8883839270354404,7264.68973659092,3407.929531599695,1,0.7569120561070753
high444,59,71,0.30578554099430877,3,0.6488098247934594,2549.9754142530974,6850.445249414979,2,0.6107165982857776
high422,37,119,0.6198711595247626,25,0.6689176319039978,687.4564073032896,5174.544553733813,0,0.7428562062893412
high10,35,208,0.3205725506144731,44,0.932243456654497,7040.847502156401,1687.7890806206242,1,0.7832204738715963
high422,27,140,0.6166151460097326,35,0.6812276222904732,5291.761693764204,1594.5564549737867,2,0.35463373366451334
high,43,205,0.04949132918767096,8,0.6485359663206116,8833.3154189425,9531.531061488058,0,0.5588811121604735
baseline,53,225,0.900454545149055,26,0.8788643595641785,7552.711204725277,7475.415571326615,2,0.27465053596457156
high,49,106,0.313033133372531,16,0.23432810219844702,6085.653866848423,4918.130518221957,0,0.41182126200815694
main,66,108,0.4442364166722731,11,0.7086407234464599,49.32593985557232,4300.920039433221,1,0.5046731710843756
main,5,43,0.7353417492540839,8,0.9550314368917813,2021.419751727761,9473.65252272777,2,0.03794650565212754
high,69,211,0.6185207082963039,0,0.4920788773507243,4781.39625753276,6838.813530596028,1,0.21939850750094925
baseline,48,94,0.22278244960866844,48,0.9545576635269777,9071.48039791826,8791.685799254683,0,0.46528766852240433
high10,58,240,0.44488890679197113,25,0.9618733409244049,1744.5113638726461,4169.829017998251,1,0.776475455419774
baseline,30,178,0.8339929078481934,34,0.4563019209130754,8439.524465477616,5569.016492435993,1,0.6913637994527049
high422,39,222,0.531922401291947,5,0.8769888522897225,7356.892227995561,4311.33830653643,2,0.5635455520332229
high10,7,163,0.4165181650824906,6,0.09701781553769273,7753.603452923624,2335.8312554928116,1,0.6853438018312685
high,54,113,0.44790912727941723,2,0.5269054737795037,4773.45918791499,6997.388888292639,0,0.8795771249227385
high10,45,67,0.6872460915580606,28,0.2107565053501369,7675.0623385694635,4753.266508936404,1,0.7269045344961108
main,54,191,0.838325268137445,29,0.5017197125720506,5710.320717539693,2418.785703001722,0,0.9287793678435311
baseline,13,193,0.20402262815099592,44,0.09519206206377939,6534.499766277545,9763.689104716665,1,0.34318658563946247
baseline,47,225,0.5987283353839559,29,0.38288720193151726,4475.977389481301,8777.92005332251,0,0.5993283973275212
main,49,67,0.8950770741057694,40,0.1911896349376081,8777.019813880164,9189.14515773567,2,0.6954611254440994
high444,44,219,0.7328344047406714,1,0.09581902143287602,3205.92044372767,4119.26202866774,2,0.7471678927202428
high444,12,57,0.7950107111881266,48,0.896031096475916,6705.278250469082,2725.616767958011,1,0.4070263352255722
baseline,32,91,0.6654107089960273,50,0.2855042704422347,6069.8509229171,8948.282442244346,2,0.08333067894422508
high,31,161,0.4885123975492358,21,0.11407695880899371,2923.436117340467,7173.115335753849,2,0.44180548642894646
main,9,70,0.20378221840058353,43,0.338063919565464,8658.708316089756,1519.8416442531836,2,0.7181670889676303
high10,68,210,0.05155407451037464,18,0.9112635225310209,7529.302942940796,1119.5984964711004,0,0.7987859693009881
high444,7,65,0.21771698594080968,39,0.8814939741485875,5399.246546712231,4941.981782982058,1,0.06550078126157655
high422,38,243,0.08778430252822023,8,0.48968020214019203,1974.014053632549,4066.6122244941603,1,0.029473967060603457
main,4,95,0.08623025085663949,6,0.6516508434909325,5165.0563926851555,6467.941272218981,1,0.9992953985697225
high422,35,153,0.44869698686358617,9,0.9631015456773403,9564.234339866387,1502.088840042789,2,0.10269771669370642
main,57,49,0.5582223306722967,44,0.754624932053437,6340.151281224168,1407.2100985024283,2,0.3145580538083327
high,59,182,0.20035039569619628,41,0.10097155687681492,8120.4090801277025,4124.901098161337,2,0.5209727820159157
main,62,67,0.8064406280861282,24,0.08604091207755615,5767.346863367041,3183.4695338002825,2,0.1545279848987916
high444,64,194,0.7644146712134744,39,0.8108534071983364,994.7746888581743,6685.240569605151,2,0.10400273547012617
high422,0,170,0.4893465396914316,50,0.2546686692321172,1773.096611834949,6735.0259462156055,1,0.5257258682799667
high10,14,122,0.8431780361183636,29,0.42053927721018847,4032.1521787326174,2095.0488138545034,0,0.2699223025250671
high,42,97,0.349142959348934,35,0.47455182178656674,5374.538635789212,5506.01111842152,2,0.46460728703501064
high422,67,120,0.29373241283299223,38,0.7654371706153291,384.2723761815381,3698.912247616759,2,0.7260749100337508
high444,69,208,0.14037925271679919,11,0.01963723113313598,3510.8039501343656,8852.880049678935,0,0.20349273309364435
high,57,172,0.5476937262454168,6,0.48267615245094686,7648.137990638241,6764.225704238363,0,0.31147062022257443
high422,9,239,0.8470268111796404,9,0.938958226746963,1732.6169452686158,739.6002328615348,1,0.196354130816211
high10,0,74,0.057132217533273355,34,0.5278763505937875,6758.46100436558,6288.841328790009,2,0.49421387169764985
baseline,43,227,0.5742783625520751,9,0.03183572493878384,3811.1223844484643,1229.5865312767862,0,0.5651245723403979
high422,43,62,0.35369759648328025,47,0.34498475732748435,5918.918828819134,4367.3624777574605,0,0.6840707474152647
high422,21,209,0.41841559984725263,0,0.5052715028320249,3454.8789426396943,5329.992774833493,1,0.2927991566472914
high10,37,97,0.11569504895628036,32,0.9878796915701041,1848.0173773045726,5275.079268998118,0,0.7865289443276916
high422,26,225,0.6156115480343645,8,0.8158595089886754,6644.521528696082,3949.867589327315,2,0.4630099676322005
high422,27,142,0.9081483577034144,46,0.24699297226193018,8330.030941610614,2640.803476521013,2,0.2591349938276767
baseline,12,229,0.4004478149232169,29,0.6852112767539466,8308.931914185057,8849.266214977402,2,0.20087054232411494
main,6,115,0.5304070066689505,20,0.04093390447847667,7174.7784703826865,4089.671365883323,0,0.0776748067212838
high10,8,85,0.459718261419754,30,0.2785404872742896,7185.356502917245,1512.6885791249679,2,0.4811148400004531
high422,29,156,0.7638378189073406,4,0.9925150409862232,361.9745781872563,2611.680447811994,1,0.7501560381342927
high422,41,138,0.22358549802280492,26,0.8704532530686302,4024.0531967536817,8584.250805328516,2,0.9364315996006115
main,51,115,0.5830303012341531,3,0.8319440416744583,4720.676827016621,6395.962181352256,2,0.6265428672690121
high444,1,193,0.36037433545861264,25,0.958056802120674,893.5269779527788,5545.329509823557,0,0.8233817283050109
high444,14,156,0.8515796377081193,38,0.27257897761645666,973.7293431497751,7540.835463884301,2,0.3160345676615308
high444,45,157,0.45216312389879454,6,0.6289543000104728,2153.5503629423656,5047.5353714566,1,0.7559870734124781
high10,3,107,0.14578045136480133,16,0.8985797198587838,6898.289982149413,8781.272690388132,2,0.7239739519863022
high422,14,204,0.941083922649163,45,0.4592226361154229,8515.08955490095,3944.0420406461953,2,0.8002837590187916
main,54,136,0.4560016531109158,10,0.7300656057076722,2001.9892954962893,4999.894162478037,2,0.9800954419002016
main,55,56,0.9537632049356068,10,0.6637898230564566,9155.973798016064,6894.900123403751,1,0.46503056636022666
main,51,74,0.6041220093037765,6,0.7198174551468415,7452.7204722156,1933.057476021053,1,0.4606832059653908
high422,58,198,0.3986167051169027,50,0.6221640493888001,5647.662911167146,5770.0181696737955,0,0.2736188994250687
high10,8,57,0.07807507897270827,23,0.73478415550752,9478.375963606495,7281.353820297216,2,0.9872782840114622
high,27,95,0.28253804255807136,43,0.8519022175651887,648.379200838215,2925.75218052197,0,0.7756902543381009
baseline,65,184,0.13860601731093647,42,0.34773767950826473,8716.759513153129,5691.432872567682,1,0.6916411034321552
high422,24,95,0.07561916634959731,42,0.5072474903200165,5567.890638251512,9865.649911596429,1,0.8819490467608998
baseline,10,164,0.3331751697479197,34,0.10894706969406587,5720.500459310804,7524.472958271997,1,0.9934556392564533
high422,35,160,0.8222329051275786,50,0.2555427297449455,2614.417906761908,8695.233152059598,2,0.7928974041308121
high10,26,236,0.7832115618823461,17,0.779406181756167,8757.8074637494,3138.9794220711965,0,0.3955630883083704
baseline,25,161,0.3542593426941659,20,0.6960146352111335,7690.046403531969,7750.708309775753,1,0.44059387910629433
high422,39,41,0.32635829373519776,34,0.6074003220062686,6361.654162499166,2569.8069878099395,2,0.8461239290239059
baseline,24,103,0.060265515635835154,41,0.1966727127325001,9785.633220446962,8313.177866307435,0,0.8301869835459867
high,54,204,0.14359255128578985,17,0.8065590188627868,7065.245873534738,3350.3451220739335,2,0.49125298550814966
high,5,193,0.4292429783189442,22,0.8492236182061336,1457.4464257773866,6400.662188362224,2,0.937136884102554
high444,43,171,0.726333695566817,32,0.11319533374566015,6940.792988743877,1192.6328811606702,1,0.9208019105506613
high444,2,48,0.21014087544281923,46,0.3885354245149699,479.06703971832053,7812.275764685382,1,0.22791309026890494
high,13,91,0.45777113616640197,12,0.10391936787296052,6370.897230753034,4447.409046311842,1,0.6215109627903941
baseline,28,54,0.12337263244411145,24,0.5591107676935315,9574.33833896672,3289.725361351722,0,0.4305861591514616
baseline,58,225,0.8426270839440098,26,0.8040972938565707,7028.763083137766,178.36234694045606,2,0.4598065353052849
main,54,162,0.5061209944641734,44,0.656746390968725,155.49889989111443,514.280229608548,1,0.7361873874799504
baseline,68,120,0.5542204571387922,20,0.7599671331968457,9240.615250058745,844.2755936471791,1,0.3611475128577841
high,31,131,0.4238179023903792,42,0.007655120834787921,6233.098919350224,5649.018233722508,2,0.6306647787553568
baseline,16,121,0.4899838342288323,27,0.7038188470206247,9703.140831412336,1903.2980167849566,1,0.3670276831503112
high422,26,111,0.7869866389758601,18,0.7705481911657558,119.53487065143764,1276.8734710031138,0,0.8749268393690828
high,38,149,0.6745807248698171,1,0.15168343903999504,4282.966258551783,7314.679734937075,0,0.8074270584363203
high10,15,108,0.18632125120929488,35,0.8061663695067885,2265.8753542794007,8229.401022083182,1,0.26658658310032823
baseline,46,157,0.4538430981258952,30,0.3915649538321725,1587.4521511039984,121.34152133481679,2,0.557727290682276
main,6,179,0.6709580451901226,21,0.14963981642900903,4729.207299000007,6523.144185172035,0,0.5066635517489473
high,5,48,0.9063722387087256,45,0.0606408218733725,5832.515789849436,529.7166817475419,1,0.15114372103586238
high,7,167,0.8855491769219478,46,0.5456925679898756,2494.9933646776913,6334.139268034437,1,0.6507418264326217
main,1,102,0.046134275050062845,10,0.5259827021060972,8330.575823978603,6784.364216112497,1,0.9454538816169202
high422,17,66,0.34314345855488626,32,0.07530158038144175,253.12513384428303,3798.493268768438,2,0.9833944017195525
high,1,47,0.2071077500909293,39,0.6410825203654338,4018.1864026867142,8997.824161181205,0,0.7870269418128429
high,0,211,0.539012319594811,23,0.6490117710561212,685.5674993450756,3926.3396930669205,0,0.2650756150532042
high422,35,216,0.35962640471236107,15,0.9854834972915592,5106.794093092294,1636.1371749888553,2,0.21112504440985191
baseline,24,84,0.47960663008124615,19,0.9785104568252111,9729.345559360598,1390.099256946009,0,0.08987619576941397
high10,25,44,0.6227944496530269,25,0.4255238609761134,8621.78140752504,3639.3921130196873,0,0.29570239941624754
high444,35,73,0.12374617683908629,22,0.2931523118326034,259.0563408358071,6869.433597197907,2,0.3258251206024311
high,64,172,0.5281736413153254,27,0.6827878612519317,4155.042838157143,8782.988164325769,2,0.8160284164100464
high422,64,159,0.5625017649643349,7,0.01950904652101193,5553.992525311229,1998.4029402508552,2,0.32682180344213707
main,7,49,0.5360001631677778,8,0.14522554772211194,8100.177809531898,7076.860592130508,1,0.8759807029222423
baseline,22,203,0.048762190047396015,32,0.8418442949481307,6287.051881221843,3385.67952170858,2,0.544405713604655
high10,36,104,0.8305639802890928,0,0.07700905480462872,6282.6016495726935,6139.580341388183,2,0.08179485558173472
high422,1,220,0.2525858663745796,22,0.7475384967647982,8560.271857815804,6386.710916329673,0,0.06916874798619643
main,23,103,0.8411712786438329,19,0.17238196933264305,292.10726594694256,5403.244638531049,2,0.8788036943063571
high444,44,173,0.5541765087768881,13,0.6650147165007851,9157.44024915811,5668.437160841799,0,0.43572881590808155
high,16,124,0.2632930634558881,5,0.4241716949436345,6087.325591655589,778.7207204632185,0,0.9855364858511706
high10,28,202,0.4264094250130567,46,0.7223095374206546,1430.069250277819,7021.278172500405,0,0.9893896671837314
high,48,162,0.1390653813460676,35,0.6636097863486847,5520.8543074463405,3222.6027138004765,2,0.4120376952800823
high444,67,182,0.741038247475492,30,0.9735543853426327,2192.3463826318225,4306.467972234958,2,0.5299392627128774
